timestamp_utc,learner_id,learner_role,resource_id,user_prompt_character_count,clarity_score,context_score,constraints_score,evaluation_score,primary_weakness,recommended_resource_id
2025-10-09T14:08:33.736143+00:00,L-045,learner,micro-tutor-02,314,2,3,3,2.67,Clarity,tutorial-clarity-basics
2025-10-09T14:34:53.043869+00:00,L-008,learner,micro-tutor-03,1028,2,1,3,2.0,Context,tutorial-grounding-techniques
2025-10-09T15:06:05.201309+00:00,L-049,learner,micro-tutor-05,1120,3,4,1,2.67,Constraints,tutorial-prompt-constraints
2025-10-09T15:34:33.640104+00:00,L-015,learner,micro-tutor-01,770,3,5,3,3.67,Clarity,tutorial-clarity-basics
2025-10-09T19:31:53.431408+00:00,L-014,learner,micro-tutor-01,1455,4,4,4,4.0,Clarity,tutorial-clarity-basics
2025-10-09T20:58:27.040816+00:00,L-048,learner,micro-tutor-05,312,2,5,2,3.0,Clarity,tutorial-clarity-basics
2025-10-09T23:17:56.294211+00:00,L-013,learner,micro-tutor-04,1265,4,3,5,4.0,Context,tutorial-grounding-techniques
2025-10-10T00:10:54.750964+00:00,L-048,learner,micro-tutor-01,888,2,4,2,2.67,Clarity,tutorial-clarity-basics
2025-10-10T03:12:39.701501+00:00,L-020,learner,micro-tutor-02,459,5,3,4,4.0,Context,tutorial-grounding-techniques
2025-10-10T04:45:22.113749+00:00,L-031,learner,micro-tutor-05,691,5,1,2,2.67,Context,tutorial-grounding-techniques
2025-10-10T09:38:22.204855+00:00,L-008,learner,micro-tutor-02,558,5,3,1,3.0,Constraints,tutorial-prompt-constraints
2025-10-10T11:28:01.572445+00:00,L-032,learner,micro-tutor-02,1393,4,1,3,2.67,Context,tutorial-grounding-techniques
2025-10-10T15:55:48.345583+00:00,L-021,learner,micro-tutor-05,201,4,4,5,4.33,Clarity,tutorial-clarity-basics
2025-10-10T19:11:33.670469+00:00,L-023,learner,micro-tutor-04,639,3,5,3,3.67,Clarity,tutorial-clarity-basics
2025-10-11T02:08:30.757708+00:00,L-040,learner,micro-tutor-05,710,1,3,3,2.33,Clarity,tutorial-clarity-basics
2025-10-11T02:13:50.570302+00:00,L-034,learner,micro-tutor-01,662,1,3,3,2.33,Clarity,tutorial-clarity-basics
2025-10-11T02:43:54.097779+00:00,L-038,learner,micro-tutor-02,505,1,1,1,1.0,Clarity,tutorial-clarity-basics
2025-10-11T04:34:59.927825+00:00,L-001,learner,micro-tutor-01,507,1,3,2,2.0,Clarity,tutorial-clarity-basics
2025-10-11T04:47:27.928453+00:00,L-021,learner,micro-tutor-01,755,4,4,5,4.33,Clarity,tutorial-clarity-basics
2025-10-11T09:33:54.847051+00:00,L-043,learner,micro-tutor-03,516,3,4,1,2.67,Constraints,tutorial-prompt-constraints
2025-10-11T10:49:16.672141+00:00,L-013,learner,micro-tutor-03,204,3,1,4,2.67,Context,tutorial-grounding-techniques
2025-10-11T11:53:01.320900+00:00,L-003,learner,micro-tutor-02,860,3,2,3,2.67,Context,tutorial-grounding-techniques
2025-10-11T11:57:16.405159+00:00,L-048,learner,micro-tutor-01,1082,4,4,5,4.33,Clarity,tutorial-clarity-basics
2025-10-11T13:23:50.544298+00:00,L-031,learner,micro-tutor-02,641,5,2,4,3.67,Context,tutorial-grounding-techniques
2025-10-11T14:20:28.978503+00:00,L-043,learner,micro-tutor-02,876,1,3,5,3.0,Clarity,tutorial-clarity-basics
2025-10-12T00:07:58.361526+00:00,L-009,learner,micro-tutor-04,1376,1,5,2,2.67,Clarity,tutorial-clarity-basics
2025-10-12T01:21:46.993624+00:00,L-027,learner,micro-tutor-04,1498,2,2,1,1.67,Constraints,tutorial-prompt-constraints
2025-10-12T01:24:04.948442+00:00,L-023,learner,micro-tutor-02,907,1,4,3,2.67,Clarity,tutorial-clarity-basics
2025-10-12T02:38:13.423254+00:00,L-007,learner,micro-tutor-01,1498,4,3,4,3.67,Context,tutorial-grounding-techniques
2025-10-12T04:29:48.385317+00:00,L-026,learner,micro-tutor-04,886,5,3,4,4.0,Context,tutorial-grounding-techniques
2025-10-12T07:39:41.403647+00:00,L-036,learner,micro-tutor-05,552,4,2,5,3.67,Context,tutorial-grounding-techniques
2025-10-12T17:21:30.024689+00:00,L-021,learner,micro-tutor-01,387,5,2,3,3.33,Context,tutorial-grounding-techniques
2025-10-13T01:01:54.834013+00:00,L-001,learner,micro-tutor-01,551,5,2,5,4.0,Context,tutorial-grounding-techniques
2025-10-13T12:33:08.997314+00:00,L-050,learner,micro-tutor-02,246,3,5,1,3.0,Constraints,tutorial-prompt-constraints
2025-10-13T18:45:37.159275+00:00,L-016,learner,micro-tutor-03,931,1,1,4,2.0,Clarity,tutorial-clarity-basics
2025-10-13T20:21:22.834446+00:00,L-022,learner,micro-tutor-05,1033,2,1,5,2.67,Context,tutorial-grounding-techniques
2025-10-13T22:17:26.985511+00:00,L-004,learner,micro-tutor-02,100,2,2,4,2.67,Clarity,tutorial-clarity-basics
2025-10-14T02:24:39.089548+00:00,L-008,learner,micro-tutor-02,1463,3,1,5,3.0,Context,tutorial-grounding-techniques
2025-10-14T03:04:27.611886+00:00,L-039,learner,micro-tutor-02,405,5,4,3,4.0,Constraints,tutorial-prompt-constraints
2025-10-14T05:38:10.302403+00:00,L-002,learner,micro-tutor-05,883,4,2,4,3.33,Context,tutorial-grounding-techniques
2025-10-14T09:00:28.094268+00:00,L-031,learner,micro-tutor-03,1149,1,5,1,2.33,Clarity,tutorial-clarity-basics
2025-10-14T13:49:51.882961+00:00,L-034,learner,micro-tutor-03,1093,2,5,5,4.0,Clarity,tutorial-clarity-basics
2025-10-14T17:52:39.026198+00:00,L-050,learner,micro-tutor-02,1285,3,5,5,4.33,Clarity,tutorial-clarity-basics
2025-10-14T19:51:31.119639+00:00,L-016,learner,micro-tutor-01,1094,5,1,5,3.67,Context,tutorial-grounding-techniques
2025-10-15T00:13:06.469345+00:00,L-010,learner,micro-tutor-02,835,4,5,2,3.67,Constraints,tutorial-prompt-constraints
2025-10-15T03:57:45.457899+00:00,L-002,learner,micro-tutor-05,1297,1,3,5,3.0,Clarity,tutorial-clarity-basics
2025-10-15T04:02:46.366467+00:00,L-043,learner,micro-tutor-01,1493,4,1,3,2.67,Context,tutorial-grounding-techniques
2025-10-15T06:38:49.456951+00:00,L-021,learner,micro-tutor-03,563,5,3,1,3.0,Constraints,tutorial-prompt-constraints
2025-10-15T08:04:05.935495+00:00,L-036,learner,micro-tutor-03,262,1,4,3,2.67,Clarity,tutorial-clarity-basics
2025-10-15T10:05:10.114228+00:00,L-013,learner,micro-tutor-02,1185,5,2,1,2.67,Constraints,tutorial-prompt-constraints
2025-10-15T11:33:58.503800+00:00,L-044,learner,micro-tutor-03,610,1,1,4,2.0,Clarity,tutorial-clarity-basics
2025-10-15T12:42:02.521817+00:00,L-012,learner,micro-tutor-01,409,3,3,4,3.33,Clarity,tutorial-clarity-basics
2025-10-15T13:54:16.687511+00:00,L-001,learner,micro-tutor-02,1199,5,5,1,3.67,Constraints,tutorial-prompt-constraints
2025-10-15T14:04:51.687640+00:00,L-033,learner,micro-tutor-02,52,4,1,1,2.0,Context,tutorial-grounding-techniques
2025-10-15T14:30:13.855679+00:00,L-023,learner,micro-tutor-03,488,4,3,4,3.67,Context,tutorial-grounding-techniques
2025-10-15T17:02:14.213959+00:00,L-010,learner,micro-tutor-03,155,5,4,4,4.33,Context,tutorial-grounding-techniques
2025-10-15T20:11:19.773457+00:00,L-003,learner,micro-tutor-03,752,3,5,2,3.33,Constraints,tutorial-prompt-constraints
2025-10-16T02:13:25.849117+00:00,L-001,learner,micro-tutor-02,368,4,3,3,3.33,Context,tutorial-grounding-techniques
2025-10-16T05:32:03.961322+00:00,L-039,learner,micro-tutor-03,1272,2,1,3,2.0,Context,tutorial-grounding-techniques
2025-10-16T09:45:20.447061+00:00,L-042,learner,micro-tutor-01,1257,3,5,4,4.0,Clarity,tutorial-clarity-basics
2025-10-16T10:54:53.511413+00:00,L-001,learner,micro-tutor-03,164,5,2,3,3.33,Context,tutorial-grounding-techniques
2025-10-16T11:36:18.126479+00:00,L-043,learner,micro-tutor-02,1375,5,2,2,3.0,Context,tutorial-grounding-techniques
2025-10-16T14:46:20.128125+00:00,L-047,learner,micro-tutor-03,1207,1,5,5,3.67,Clarity,tutorial-clarity-basics
2025-10-16T16:58:18.825133+00:00,L-029,learner,micro-tutor-05,945,3,1,1,1.67,Context,tutorial-grounding-techniques
2025-10-16T18:35:49.284616+00:00,L-040,learner,micro-tutor-01,1302,2,5,3,3.33,Clarity,tutorial-clarity-basics
2025-10-16T22:24:30.841259+00:00,L-018,learner,micro-tutor-04,815,1,4,5,3.33,Clarity,tutorial-clarity-basics
2025-10-17T01:16:33.126031+00:00,L-026,learner,micro-tutor-01,948,2,1,4,2.33,Context,tutorial-grounding-techniques
2025-10-17T04:32:10.464132+00:00,L-031,learner,micro-tutor-02,996,3,5,4,4.0,Clarity,tutorial-clarity-basics
2025-10-17T13:29:37.201577+00:00,L-011,learner,micro-tutor-05,343,2,4,5,3.67,Clarity,tutorial-clarity-basics
2025-10-17T13:44:25.247309+00:00,L-010,learner,micro-tutor-04,1478,4,3,2,3.0,Constraints,tutorial-prompt-constraints
2025-10-17T15:13:56.007596+00:00,L-002,learner,micro-tutor-03,297,4,5,4,4.33,Clarity,tutorial-clarity-basics
2025-10-17T16:26:41.793363+00:00,L-021,learner,micro-tutor-02,970,4,1,3,2.67,Context,tutorial-grounding-techniques
2025-10-17T16:39:48.285103+00:00,L-006,learner,micro-tutor-02,362,2,1,5,2.67,Context,tutorial-grounding-techniques
2025-10-17T17:23:44.796072+00:00,L-018,learner,micro-tutor-05,1143,3,4,2,3.0,Constraints,tutorial-prompt-constraints
2025-10-17T18:38:46.728933+00:00,L-036,learner,micro-tutor-02,1325,3,5,3,3.67,Clarity,tutorial-clarity-basics
2025-10-17T19:14:26.439847+00:00,L-021,learner,micro-tutor-01,906,3,4,5,4.0,Clarity,tutorial-clarity-basics
2025-10-17T20:54:26.741394+00:00,L-002,learner,micro-tutor-01,273,1,4,3,2.67,Clarity,tutorial-clarity-basics
2025-10-17T22:19:51.963777+00:00,L-008,learner,micro-tutor-03,677,3,4,3,3.33,Clarity,tutorial-clarity-basics
2025-10-17T22:31:59.692287+00:00,L-018,learner,micro-tutor-03,147,2,3,1,2.0,Constraints,tutorial-prompt-constraints
2025-10-17T22:33:48.794793+00:00,L-011,learner,micro-tutor-03,348,3,3,4,3.33,Clarity,tutorial-clarity-basics
2025-10-17T23:19:35.395155+00:00,L-021,learner,micro-tutor-04,1039,5,3,3,3.67,Context,tutorial-grounding-techniques
2025-10-17T23:25:43.641597+00:00,L-002,learner,micro-tutor-01,168,3,3,2,2.67,Constraints,tutorial-prompt-constraints
2025-10-17T23:35:30.949635+00:00,L-009,learner,micro-tutor-05,694,1,4,1,2.0,Clarity,tutorial-clarity-basics
2025-10-17T23:47:12.349632+00:00,L-035,learner,micro-tutor-01,168,3,4,2,3.0,Constraints,tutorial-prompt-constraints
2025-10-18T01:03:51.648875+00:00,L-036,learner,micro-tutor-01,709,5,4,2,3.67,Constraints,tutorial-prompt-constraints
2025-10-18T01:23:26.161034+00:00,L-030,learner,micro-tutor-04,545,4,2,3,3.0,Context,tutorial-grounding-techniques
2025-10-18T01:28:38.733064+00:00,L-028,learner,micro-tutor-02,354,1,1,5,2.33,Clarity,tutorial-clarity-basics
2025-10-18T02:18:23.127408+00:00,L-035,learner,micro-tutor-01,280,2,4,4,3.33,Clarity,tutorial-clarity-basics
2025-10-18T03:03:45.098366+00:00,L-019,learner,micro-tutor-03,756,1,3,1,1.67,Clarity,tutorial-clarity-basics
2025-10-18T06:49:40.569208+00:00,L-016,learner,micro-tutor-03,349,2,2,1,1.67,Constraints,tutorial-prompt-constraints
2025-10-18T09:09:27.445461+00:00,L-024,learner,micro-tutor-01,1377,3,2,4,3.0,Context,tutorial-grounding-techniques
2025-10-18T10:54:49.783159+00:00,L-035,learner,micro-tutor-01,78,1,5,1,2.33,Clarity,tutorial-clarity-basics
2025-10-18T11:47:13.615248+00:00,L-044,learner,micro-tutor-03,990,4,4,3,3.67,Constraints,tutorial-prompt-constraints
2025-10-18T13:32:16.431410+00:00,L-032,learner,micro-tutor-01,971,2,3,1,2.0,Constraints,tutorial-prompt-constraints
2025-10-18T14:05:44.104337+00:00,L-002,learner,micro-tutor-04,1133,4,5,4,4.33,Clarity,tutorial-clarity-basics
2025-10-18T14:20:19.629329+00:00,L-006,learner,micro-tutor-01,1482,5,2,4,3.67,Context,tutorial-grounding-techniques
2025-10-18T19:29:50.224727+00:00,L-012,learner,micro-tutor-03,386,5,5,3,4.33,Constraints,tutorial-prompt-constraints
2025-10-18T20:14:29.865161+00:00,L-019,learner,micro-tutor-03,1019,5,4,5,4.67,Context,tutorial-grounding-techniques
2025-10-18T22:54:29.598229+00:00,L-041,learner,micro-tutor-02,73,1,3,4,2.67,Clarity,tutorial-clarity-basics
2025-10-18T23:05:36.018524+00:00,L-030,learner,micro-tutor-03,251,4,1,1,2.0,Context,tutorial-grounding-techniques
2025-10-19T02:30:45.256417+00:00,L-003,learner,micro-tutor-01,1086,1,5,2,2.67,Clarity,tutorial-clarity-basics
2025-10-19T08:44:52.937819+00:00,L-001,learner,micro-tutor-05,1256,4,2,4,3.33,Context,tutorial-grounding-techniques
2025-10-19T09:49:03.639953+00:00,L-034,learner,micro-tutor-03,557,4,3,2,3.0,Constraints,tutorial-prompt-constraints
2025-10-19T11:37:58.574694+00:00,L-004,learner,micro-tutor-02,722,1,2,4,2.33,Clarity,tutorial-clarity-basics
2025-10-19T12:27:38.107889+00:00,L-013,learner,micro-tutor-02,55,3,2,5,3.33,Context,tutorial-grounding-techniques
2025-10-19T13:24:00.048800+00:00,L-046,learner,micro-tutor-02,984,1,4,4,3.0,Clarity,tutorial-clarity-basics
2025-10-19T16:31:40.177791+00:00,L-027,learner,micro-tutor-03,155,1,5,2,2.67,Clarity,tutorial-clarity-basics
2025-10-19T18:07:01.336304+00:00,L-002,learner,micro-tutor-05,425,4,2,4,3.33,Context,tutorial-grounding-techniques
2025-10-19T18:53:01.192545+00:00,L-045,learner,micro-tutor-04,291,1,5,5,3.67,Clarity,tutorial-clarity-basics
2025-10-19T19:05:42.584128+00:00,L-008,learner,micro-tutor-04,1272,3,5,5,4.33,Clarity,tutorial-clarity-basics
2025-10-19T19:10:45.785424+00:00,L-034,learner,micro-tutor-02,1294,5,5,5,5.0,Clarity,tutorial-clarity-basics
2025-10-19T19:55:52.227538+00:00,L-015,learner,micro-tutor-04,898,4,5,4,4.33,Clarity,tutorial-clarity-basics
2025-10-19T20:33:14.462809+00:00,L-023,learner,micro-tutor-03,554,5,4,2,3.67,Constraints,tutorial-prompt-constraints
2025-10-20T01:51:19.265622+00:00,L-030,learner,micro-tutor-04,820,5,2,3,3.33,Context,tutorial-grounding-techniques
2025-10-20T07:33:43.352565+00:00,L-009,learner,micro-tutor-03,1497,1,2,3,2.0,Clarity,tutorial-clarity-basics
2025-10-20T09:11:28.671713+00:00,L-008,learner,micro-tutor-02,1183,3,1,1,1.67,Context,tutorial-grounding-techniques
2025-10-20T10:40:33.422460+00:00,L-019,learner,micro-tutor-01,1167,4,5,2,3.67,Constraints,tutorial-prompt-constraints
2025-10-20T16:15:10.194123+00:00,L-032,learner,micro-tutor-03,1151,1,3,2,2.0,Clarity,tutorial-clarity-basics
2025-10-20T17:39:29.508048+00:00,L-044,learner,micro-tutor-03,628,5,5,5,5.0,Clarity,tutorial-clarity-basics
2025-10-20T20:29:14.313566+00:00,L-031,learner,micro-tutor-01,187,4,4,3,3.67,Constraints,tutorial-prompt-constraints
2025-10-20T20:43:19.777230+00:00,L-011,learner,micro-tutor-02,1227,4,5,3,4.0,Constraints,tutorial-prompt-constraints
2025-10-20T22:13:58.901385+00:00,L-026,learner,micro-tutor-02,511,5,4,2,3.67,Constraints,tutorial-prompt-constraints
2025-10-20T23:40:25.138139+00:00,L-026,learner,micro-tutor-03,535,5,5,3,4.33,Constraints,tutorial-prompt-constraints
2025-10-20T23:55:00.788465+00:00,L-045,learner,micro-tutor-05,143,3,2,1,2.0,Constraints,tutorial-prompt-constraints
2025-10-21T00:06:23.836381+00:00,L-044,learner,micro-tutor-05,420,3,2,5,3.33,Context,tutorial-grounding-techniques
2025-10-21T06:08:51.933809+00:00,L-011,learner,micro-tutor-02,1253,1,4,3,2.67,Clarity,tutorial-clarity-basics
2025-10-21T07:40:41.762634+00:00,L-004,learner,micro-tutor-04,766,2,2,4,2.67,Clarity,tutorial-clarity-basics
2025-10-21T12:11:21.052174+00:00,L-027,learner,micro-tutor-01,809,4,3,2,3.0,Constraints,tutorial-prompt-constraints
2025-10-21T12:27:47.038135+00:00,L-009,learner,micro-tutor-03,1460,4,1,4,3.0,Context,tutorial-grounding-techniques
2025-10-21T12:27:54.927032+00:00,L-040,learner,micro-tutor-03,824,2,5,2,3.0,Clarity,tutorial-clarity-basics
2025-10-21T14:26:05.948846+00:00,L-046,learner,micro-tutor-02,1436,1,3,3,2.33,Clarity,tutorial-clarity-basics
2025-10-21T14:30:21.822128+00:00,L-030,learner,micro-tutor-04,328,3,4,5,4.0,Clarity,tutorial-clarity-basics
2025-10-21T14:37:46.486589+00:00,L-008,learner,micro-tutor-02,417,3,2,3,2.67,Context,tutorial-grounding-techniques
2025-10-21T16:08:16.311653+00:00,L-013,learner,micro-tutor-04,126,1,2,1,1.33,Clarity,tutorial-clarity-basics
